"FileName","Url","FileType","SiteUrl","LibraryTitle","FolderPath","DocNumber","Description","Modified1","SizeBytes","UniqueId","ListId","ItemId","SearchText","WBS Description","Doc Type","FullTitleText","Main Group","Sub Group","Revision","Status","blobData","Company","SummaryText","DocKey","Sub_Vendor","AISummary","AISummarizedOn","AIKeywords","Discipline","FileLink","MDDRKey"
"6105AK038-5530-MD00-0001_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL/6105AK038-5530-MD00-0001_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","MECHANICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL","6105AK038-5530-MD00-0001_0","D5-09 C V 630kVA FUTURE 630KVA 12000BTU 12000BTU 12000BTU FUTURE 2000KVA V V - All measurements are to be confirmed before work is to be carried out . This drawing and its contents<ddd/>","2/19/2025","3,363,771",,,,"6105AK038-5530-MD00-0001_0","5530 - Village Sewage Effluent Treatment","D00 - Drawing Pack","Drawing Pack - Village Sewage Effluent Treatment - E-House Mechanical","E-House Mechanical","Drawing Pack","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL/6105AK038-5530-MD00-0001_0.pdf","PPE Technologies","D5-09 C V 630kVA FUTURE 630KVA 12000BTU 12000BTU 12000BTU FUTURE 2000KVA V V - All measurements are to be confirmed before work is to be carried out . This drawing and its contents<ddd/>","6105AK038-5530-MD00-0001_0",,,,,"MECHANICAL",,
"6105AK124-0000-ITMP-0010.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0010.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0010","Hookup Drawing Template","4/19/2025","122,577",,,,"6105AK124-0000-ITMP-0010",,"Hook-Up Drawing","General - Hook-Up Drawing - Cable & Tubing Support Metho - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0010.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0010",,,,,"Instrumentation",,
"6105AK124-0000-ITMP-0020.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0020.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0020","Hookup Drawing Template","4/19/2025","124,006",,,,"6105AK124-0000-ITMP-0020",,"Hook-Up Drawing","General - Hook-Up Drawing - Tilt switches (typ) for vertical mounting - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0020.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0020",,,,,"Instrumentation",,
"6105AK124-0000-ITMP-0034.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0034.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0034","Hookup Drawing Template","4/20/2025","120,410",,,,"6105AK124-0000-ITMP-0034",,"Hook-Up Drawing","General - Hook-Up Drawing - Metal detector - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0034.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0034",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0047_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0047_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0047_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0047, Rev. A   Project Site Wide - SOP 37.0 - Ladders - Procedure  Reko Diq Mining Company (","11/26/2025","710,033",,,,"6105AK124-0100-HPRC-0047_A",,"Procedure","SOP 37.0 - Ladders","SOP","Ladders","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0047, Rev. A   Project Site Wide - SOP 37.0 - Ladders - Procedure  Reko Diq Mining Company (","6105AK124-0100-HPRC-0047_A",,,,,,,
"6105AK124-0000-ITMP-0009.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0009.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0009","Hookup Drawing Template","4/19/2025","125,767",,,,"6105AK124-0000-ITMP-0009",,"Hook-Up Drawing","General - Hook-Up Drawing - Clam Shell & Radial Gate Prox sw - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0009.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0009",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0063_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0063_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0063_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0063, Rev. A   Project Site Wide - SOP 53.0 - OSH Management During Construction Work - ","12/2/2025","564,193",,,,"6105AK124-0100-HPRC-0063_A",,"Procedure","SOP 53.0 OSH Management During Construction Work","SOP","OSH Management During Construction Work","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0063, Rev. A   Project Site Wide - SOP 53.0 - OSH Management During Construction Work - ","6105AK124-0100-HPRC-0063_A",,,,,,,
"6105AK124-0000-ITMP-0057.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0057.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0057","Hookup Drawing Template","4/20/2025","117,804",,,,"6105AK124-0000-ITMP-0057",,"Hook-Up Drawing","General - Hook-Up Drawing - Hydraulic ram position transmitter - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0057.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0057",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0038_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0038_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0038_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0038, Rev. A   Project Site Wide - SOP 30.0 - Lone Working and or in Remote Locations - ","11/21/2025","564,738",,,,"6105AK124-0100-HPRC-0038_A",,"Procedure","SOP 30.0 - Lone Working and or in Remote Locations","SOP","Lone Working and or in Remote Locations","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0038, Rev. A   Project Site Wide - SOP 30.0 - Lone Working and or in Remote Locations - ","6105AK124-0100-HPRC-0038_A",,,,,,,
"6105AK124-0000-ITMP-0050.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0050.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0050","Hookup Drawing Template","4/20/2025","121,675",,,,"6105AK124-0000-ITMP-0050",,"Hook-Up Drawing","General - Hook-Up Drawing - Typical pratley box installation - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0050.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0050",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0039_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0039_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0039_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0039, Rev. A   Project Site Wide - SOP 30.1 - Working in International Locations - Procedure<ddd/>","11/21/2025","648,167",,,,"6105AK124-0100-HPRC-0039_A",,"Procedure","SOP 30.1 - Working in International Locations","SOP","Working in International Locations","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0039, Rev. A   Project Site Wide - SOP 30.1 - Working in International Locations - Procedure<ddd/>","6105AK124-0100-HPRC-0039_A",,,,,,,
"6105AK124-0000-ITMP-0012.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0012.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0012","Hookup Drawing Template","4/19/2025","122,015",,,,"6105AK124-0000-ITMP-0012",,"Hook-Up Drawing","General - Hook-Up Drawing - Modulating Control Valve - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0012.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0012",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0002_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0002_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0002_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0002, Rev. A   Project Site Wide - SOP 02.0 - Incident Notification, Investigation and<ddd/>","12/9/2025","625,067",,,,"6105AK124-0100-HPRC-0002_A",,"Procedure","SOP 02.0 - Incident Notification, Investigation and Reporting","SOP","Incident Notification, Investigation and Reporting","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0002, Rev. A   Project Site Wide - SOP 02.0 - Incident Notification, Investigation and<ddd/>","6105AK124-0100-HPRC-0002_A",,,,,,,
"6105AK124-0000-ITMP-0018.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0018.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0018","Hookup Drawing Template","4/19/2025","122,871",,,,"6105AK124-0000-ITMP-0018",,"Hook-Up Drawing","General - Hook-Up Drawing - Flow switch in-line target type - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0018.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0018",,,,,"Instrumentation",,
"PPE-Tech-SOP 09.4 - Silica.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/Phase 1 - H&S Governance/1) Phase 1 - H&S Governance/3) SOP'S_ Standard Operating Procedures_STATIC/ARCHIVED/PPE-Tech-SOP 09.4 - Silica.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","1) Phase 1 - H&S Governance","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/Phase 1 - H&S Governance/1) Phase 1 - H&S Governance/3) SOP'S_ Standard Operating Procedures_STATIC/ARCHIVED","PPE-Tech-SOP 09.4 - Silica"," PPE-TECH PROJECTS  H&S  SOP SILICA Page | 1  PPE-TECH PROJECTS  H&S  SOP SILICA Page | 1   Document history  Revision code  Description of changes  Purpose of issue   Date    ","7/17/2025","1,047,274",,,,"PPE-Tech-SOP 09.4 - Silica",,,,,,,,,"Other"," PPE-TECH PROJECTS  H&S  SOP SILICA Page | 1  PPE-TECH PROJECTS  H&S  SOP SILICA Page | 1   Document history  Revision code  Description of changes  Purpose of issue   Date    ","PPE-TECH-SOP 09.4 - SILICA",,,,,,,
"6105AK124-0000-ITMP-0032.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0032.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0032","Hookup Drawing Template","4/20/2025","121,158",,,,"6105AK124-0000-ITMP-0032",,"Hook-Up Drawing","General - Hook-Up Drawing - Density sensor. - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0032.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0032",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0009_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0009_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0009_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0009, Rev. A   Project Site Wide - SOP 08.0 - General Workplace Amenities - Procedure  Reko<ddd/>","11/6/2025","571,627",,,,"6105AK124-0100-HPRC-0009_A",,"Procedure","SOP 08.0 - General Workplace Amenities","SOP","General Workplace Amenities","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0009, Rev. A   Project Site Wide - SOP 08.0 - General Workplace Amenities - Procedure  Reko<ddd/>","6105AK124-0100-HPRC-0009_A",,,,,,,
"6105AK124-0000-ITMP-0030.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0030.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0030","Hookup Drawing Template","4/19/2025","120,016",,,,"6105AK124-0000-ITMP-0030",,"Hook-Up Drawing","General - Hook-Up Drawing - Ultrasonic transducer open tank - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0030.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0030",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0026_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0026_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0026_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0026, Rev. A   Project Site Wide - SOP 20.0 - Safety in Design (Construction) - Procedure ","11/18/2025","564,843",,,,"6105AK124-0100-HPRC-0026_A",,"Procedure","SOP 20.0 - Safety in Design (Construction)","SOP","Safety in Design (Construction)","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0026, Rev. A   Project Site Wide - SOP 20.0 - Safety in Design (Construction) - Procedure ","6105AK124-0100-HPRC-0026_A",,,,,,,
"6105AK124-0000-ITMP-0053.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0053.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0053","Hookup Drawing Template","4/20/2025","119,192",,,,"6105AK124-0000-ITMP-0053",,"Hook-Up Drawing","General - Hook-Up Drawing - Pressure transmitter - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0053.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0053",,,,,"Instrumentation",,
"PPE-PHASGS-FRAMEWORK_ Reg-0001 RDMC.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/4) PHASGS Framework Register/PPE-PHASGS-FRAMEWORK_ Reg-0001 RDMC.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/4) PHASGS Framework Register","PPE-PHASGS-FRAMEWORK_ Reg-0001 RDMC","SN PPE-Tech Project Heath And Safety Governance Standards Framework Register -0001 # Doc Number Document Description Discipline Title Category Subcategory 1 Subcategory 2 SN PPE-","2/19/2026","171,349",,,,"PPE-PHASGS-FRAMEWORK_ Reg-0001 RDMC",,"Register","PHASGS Framework Register","Register","PHASGS Framework Register","A","Pending",,"Other","SN PPE-Tech Project Heath And Safety Governance Standards Framework Register -0001 # Doc Number Document Description Discipline Title Category Subcategory 1 Subcategory 2 SN PPE-","PPE-PHASGS-FRAMEWORK_ REG-0001 RDMC",,,,,,,
"6105AK124-0000-ITMP-0013.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0013.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0013","Hookup Drawing Template","4/19/2025","119,100",,,,"6105AK124-0000-ITMP-0013",,"Hook-Up Drawing","General - Hook-Up Drawing - Capacitance level switch - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0013.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0013",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0035_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0035_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0035_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0035, Rev. A   Project Site Wide - SOP 28.0 - Hot Work Operations - Procedure  Reko Diq<ddd/>","11/20/2025","714,069",,,,"6105AK124-0100-HPRC-0035_A",,"Procedure","SOP 28.0 - Hot Work Operations","SOP","Hot Work Operations","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0035, Rev. A   Project Site Wide - SOP 28.0 - Hot Work Operations - Procedure  Reko Diq<ddd/>","6105AK124-0100-HPRC-0035_A",,,,,,,
"6105AK124-0000-ITMP-0033.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0033.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0033","Hookup Drawing Template","4/20/2025","122,345",,,,"6105AK124-0000-ITMP-0033",,"Hook-Up Drawing","General - Hook-Up Drawing - Electromagnetic flow meter - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0033.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0033",,,,,"Instrumentation",,
"2025.11.17_ PPE Monthly Report.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/Phase 1 - H&S Governance/1) Phase 1 - H&S Governance/9) General_Documentation/9.4) Reporting/3) October '25/2025.11.17_ PPE Monthly Report.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","9) General_Documentation","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/Phase 1 - H&S Governance/1) Phase 1 - H&S Governance/9) General_Documentation/9.4) Reporting/3) October '25","2025.11.17_ PPE Monthly Report"," Reko Diq Mining Company (Private) Limited Reko Diq Project [insert document number], Rev. [X]   [insert document title]   RDMC Authorized Supplier/Contractor’s document.  The<ddd/>","11/20/2025","5,065,194",,,,"2025.11.17_ PPE Monthly Report",,,,,,,,,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Project [insert document number], Rev. [X]   [insert document title]   RDMC Authorized Supplier/Contractor’s document.  The<ddd/>","2025.11.17_ PPE MONTHLY REPORT",,,,,,,
"6105AK124-0000-ITMP-0028.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0028.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0028","Hookup Drawing Template","4/19/2025","122,445",,,,"6105AK124-0000-ITMP-0028",,"Hook-Up Drawing","General - Hook-Up Drawing - Ultrasonic transducer closed tank - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0028.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0028",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0007_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0007_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0007_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0007, Rev. A   Project Site Wide - SOP 06.0 - Performance Monitoring and Reporting - ","12/9/2025","568,084",,,,"6105AK124-0100-HPRC-0007_A",,"Procedure","SOP 06.0 - Performance Monitoring and Reporting","SOP"," Performance Monitoring and Reporting","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0007, Rev. A   Project Site Wide - SOP 06.0 - Performance Monitoring and Reporting - ","6105AK124-0100-HPRC-0007_A",,,,,,,
"6105AK124-0000-ITMP-0052.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0052.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0052","Hookup Drawing Template","4/20/2025","120,275",,,,"6105AK124-0000-ITMP-0052",,"Hook-Up Drawing","General - Hook-Up Drawing - Capacitance level switch for underpan - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0052.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0052",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0051_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0051_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0051_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0051, Rev. A   Project Site Wide - SOP 41.0 - Steel Erection - Procedure  Reko Diq Mining<ddd/>","11/26/2025","575,076",,,,"6105AK124-0100-HPRC-0051_A",,"Procedure","SOP 41.0 - Steel Erection","SOP","Steel Erection","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0051, Rev. A   Project Site Wide - SOP 41.0 - Steel Erection - Procedure  Reko Diq Mining<ddd/>","6105AK124-0100-HPRC-0051_A",,,,,,,
"6105AK124-0000-ITMP-0011.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0011.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0011","Hookup Drawing Template","4/19/2025","120,481",,,,"6105AK124-0000-ITMP-0011",,"Hook-Up Drawing","General - Hook-Up Drawing - Vibrating Level Switch for Underpan - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0011.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0011",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0054_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0054_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0054_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0054, Rev. A   Project Site Wide - SOP 44.0 - Traffic Management and Logistics - Procedure ","11/27/2025","571,660",,,,"6105AK124-0100-HPRC-0054_A",,"Procedure","SOP 44.0 - Traffic Management and Logistics","SOP","Traffic Management and Logistics","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0054, Rev. A   Project Site Wide - SOP 44.0 - Traffic Management and Logistics - Procedure ","6105AK124-0100-HPRC-0054_A",,,,,,,
"6105AK124-0000-ITMP-0017.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0017.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0017","Hookup Drawing Template","4/19/2025","122,274",,,,"6105AK124-0000-ITMP-0017",,"Hook-Up Drawing","General - Hook-Up Drawing - Proximity position switch - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0017.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0017",,,,,"Instrumentation",,
